cpe23Uri,ID,CVE_ID,vulnerable
cpe:2.3:a:immcoin:immcoin:-:*:*:*:*:*:*:*,2714,CVE-2018-13504,1
cpe:2.3:a:carbonexchangecointoken_project:carbonexchangecointoken:-:*:*:*:*:*:*:*,2715,CVE-2018-13075,1
cpe:2.3:a:marcelominingtoken_project:marcelominingtoken:-:*:*:*:*:*:*:*,2716,CVE-2018-13602,1
cpe:2.3:a:smarthomecoin_project:smarthomecoin:-:*:*:*:*:*:*:*,2717,CVE-2018-13512,1
cpe:2.3:a:pfg_project:pfg:-:*:*:*:*:*:*:*,2718,CVE-2018-13328,1
cpe:2.3:a:ccindextoken_project:ccindextoken:-:*:*:*:*:*:*:*,2719,CVE-2018-13071,1
cpe:2.3:a:gzstoken_project:gzstoken:-:*:*:*:*:*:*:*,2720,CVE-2018-13081,1
cpe:2.3:a:moditokenerc20_project:moditokenerc20:-:*:*:*:*:*:*:*,2721,CVE-2018-13082,1
cpe:2.3:a:plazatoken_project:plazatoken:-:*:*:*:*:*:*:*,2722,CVE-2018-13083,1
cpe:2.3:a:goodtimecoin_project:goodtimecoin:-:*:*:*:*:*:*:*,2723,CVE-2018-13084,1
cpe:2.3:a:coinstar_myadvancedtoken_project:coinstar_myadvancedtoken:-:*:*:*:*:*:*:*,2724,CVE-2018-13087,1
cpe:2.3:a:tokenerc20_project:tokenerc20:-:*:*:*:*:*:*:*,2725,CVE-2018-13088,1
cpe:2.3:a:mytoken_project:mytoken:-:*:*:*:*:*:*:*,2726,CVE-2018-14086,1
cpe:2.3:a:myadvancedtoken_project:myadvancedtoken:-:*:*:*:*:*:*:*,2727,CVE-2018-14084,1
cpe:2.3:a:encryptedtoken_project:encryptedtoken:-:*:*:*:*:*:*:*,2728,CVE-2018-14087,1
cpe:2.3:a:slidebitstoken_project:slidebitstoken:-:*:*:*:*:*:*:*,2729,CVE-2018-13479,1
cpe:2.3:a:kmctoken_project:kmctoken:-:*:*:*:*:*:*:*,2730,CVE-2018-13495,1
cpe:2.3:a:ohni_project:ohni:-:*:*:*:*:*:*:*,2731,CVE-2018-13473,1
cpe:2.3:a:speedcashtoken_project:speedcashtoken:-:*:*:*:*:*:*:*,2732,CVE-2018-13534,1
cpe:2.3:a:gemstonetoken_project:gemstonetoken:-:*:*:*:*:*:*:*,2733,CVE-2018-13543,1
cpe:2.3:a:linktoken_project:linktoken:-:*:*:*:*:*:*:*,2734,CVE-2018-13041,1
cpe:2.3:a:fanschaintoken_project:fanschaintoken:-:*:*:*:*:*:*:*,2735,CVE-2018-13474,1
cpe:2.3:a:futurxe:futurxe:-:*:*:*:*:*:*:*,2736,CVE-2018-13718,1
cpe:2.3:a:moneychainnettoken_project:moneychainnettoken:-:*:*:*:*:*:*:*,2737,CVE-2018-13760,1
cpe:2.3:a:myylctoken_project:myylctoken:-:*:*:*:*:*:*:*,2738,CVE-2018-13781,1
cpe:2.3:a:sectoken_project:sectoken:-:*:*:*:*:*:*:*,2739,CVE-2018-13743,1
cpe:2.3:a:diytubecoin_project:diytubecoin:-:*:*:*:*:*:*:*,2740,CVE-2018-13709,1
cpe:2.3:a:destineedtoken_project:destineedtoken:-:*:*:*:*:*:*:*,2741,CVE-2018-13699,1
cpe:2.3:a:gfcoin:gfcb:-:*:*:*:*:*:*:*,2742,CVE-2018-13670,1
cpe:2.3:a:ethereum_cash_pro_coin_project:ethereum_cash_pro_coin:-:*:*:*:*:*:*:*,2743,CVE-2018-13169,1
cpe:2.3:a:snoqualmiecoin_project:snoqualmiecoin:-:*:*:*:*:*:*:*,2744,CVE-2018-13170,1
cpe:2.3:a:cointroops_project:cointroops:-:*:*:*:*:*:*:*,2745,CVE-2018-13181,1
cpe:2.3:a:trustzen_project:trustzen:-:*:*:*:*:*:*:*,2746,CVE-2018-13176,1
cpe:2.3:a:miningrigrentalstoken_project:miningrigrentalstoken:-:*:*:*:*:*:*:*,2747,CVE-2018-13177,1
cpe:2.3:a:aircontacttoken_project:aircontacttoken:-:*:*:*:*:*:*:*,2748,CVE-2018-13179,1
cpe:2.3:a:immcoin_project:immcoin:-:*:*:*:*:*:*:*,2749,CVE-2018-13180,1
cpe:2.3:a:ttcoin_project:ttcoin:-:*:*:*:*:*:*:*,2750,CVE-2018-13194,1
cpe:2.3:a:jwctoken_project:jwctoken:-:*:*:*:*:*:*:*,2751,CVE-2018-13183,1
cpe:2.3:a:cranooadvanced_project:cranooadvanced:-:*:*:*:*:*:*:*,2752,CVE-2018-13195,1
cpe:2.3:a:icodollar_project:icodollar:-:*:*:*:*:*:*:*,2753,CVE-2018-13686,1
cpe:2.3:a:orderbookpresaletoken_project:orderbookpresaletoken:-:*:*:*:*:*:*:*,2754,CVE-2018-13676,1
cpe:2.3:a:cibnliveinteractive_project:cibnliveinteractive:-:*:*:*:*:*:*:*,2755,CVE-2018-13187,1
cpe:2.3:a:ecpoints_project:ecpoints:-:*:*:*:*:*:*:*,2756,CVE-2018-13178,1
cpe:2.3:a:supercarboncoin_project:supercarboncoin:-:*:*:*:*:*:*:*,2757,CVE-2018-13191,1
cpe:2.3:a:smartmesh_project:smartmesh:-:*:*:*:*:*:*:*,2758,CVE-2018-10769,1
cpe:2.3:a:coinlancer:coinlancer:-:*:*:*:*:*:*:*,2759,CVE-2018-17111,1
cpe:2.3:a:theethereumlottery:the_ethereum_lottery:-:*:*:*:*:*:*:*,2760,CVE-2018-15552,1
cpe:2.3:a:cryptobots:battletoken:-:*:*:*:*:*:*:*,2761,CVE-2018-17882,1
cpe:2.3:a:hashheroes:hashheroes:-:*:*:*:*:*:*:*,2762,CVE-2018-17987,1
cpe:2.3:a:nexxuscoin:nexxustoken:-:*:*:*:*:*:*:*,2763,CVE-2018-18665,1
cpe:2.3:a:swft:swftcoin:-:*:*:*:*:*:*:*,2764,CVE-2018-18666,1
cpe:2.3:a:pylon-network:pylontoken:-:*:*:*:*:*:*:*,2765,CVE-2018-18667,1
cpe:2.3:a:lucky9:lucky9io:-:*:*:*:*:*:*:*,2766,CVE-2018-17071,1
cpe:2.3:a:ruletkaio:ruletkaio:-:*:*:*:*:*:*:*,2767,CVE-2018-17968,1
cpe:2.3:a:greedy599:greedy_599:-:*:*:*:*:*:*:*,2768,CVE-2018-17877,1
cpe:2.3:a:polyai_project:polyai:-:*:*:*:*:*:*:*,2769,CVE-2018-17050,1
cpe:2.3:a:aditustoken_project:aditustoken:-:*:*:*:*:*:*:*,2770,CVE-2018-12959,1
cpe:2.3:a:stex_white_list_project:stex_white_list:-:*:*:*:*:*:*:*,2771,CVE-2018-14088,1
cpe:2.3:a:userwallet_project:userwallet:-:*:*:*:*:*:*:*,2772,CVE-2018-14085,1
cpe:2.3:a:tracto:tracto:-:*:*:*:*:*:*:*,2773,CVE-2018-14063,1
cpe:2.3:a:captoz_project:captoz:-:*:*:*:*:*:*:*,2774,CVE-2018-13617,1
cpe:2.3:a:south_park_token_token_project:south_park_token_token:-:*:*:*:*:*:*:*,2775,CVE-2018-13503,1
cpe:2.3:a:boodskap:growchain:-:*:*:*:*:*:*:*,2776,CVE-2018-13325,1
cpe:2.3:a:hashshield_project:hashshield:-:*:*:*:*:*:*:*,2777,CVE-2018-13545,1
cpe:2.3:a:ccash_project:ccash:-:*:*:*:*:*:*:*,2778,CVE-2018-13546,1
cpe:2.3:a:pve_project:pve:-:*:*:*:*:*:*:*,2779,CVE-2018-13547,1
cpe:2.3:a:neurotoken:neurotoken:-:*:*:*:*:*:*:*,2780,CVE-2018-13549,1
cpe:2.3:a:coquinhoerc20_project:coquinhoerc20:-:*:*:*:*:*:*:*,2781,CVE-2018-13550,1
cpe:2.3:a:bgamecoin_project:bgamecoin:-:*:*:*:*:*:*:*,2782,CVE-2018-13551,1
cpe:2.3:a:kelvintoken_project:kelvintoken:-:*:*:*:*:*:*:*,2783,CVE-2018-13560,1
cpe:2.3:a:eth033_project:eth033:-:*:*:*:*:*:*:*,2784,CVE-2018-13561,1
cpe:2.3:a:bmvcoin:bmvcoin:-:*:*:*:*:*:*:*,2785,CVE-2018-13562,1
cpe:2.3:a:retainly:retntoken:-:*:*:*:*:*:*:*,2786,CVE-2018-13566,1
cpe:2.3:a:sdr22_project:sdr22:-:*:*:*:*:*:*:*,2787,CVE-2018-13567,1
cpe:2.3:a:mktcoin:mktcoin:-:*:*:*:*:*:*:*,2788,CVE-2018-13568,1
cpe:2.3:a:yaofache:hittoken:-:*:*:*:*:*:*:*,2789,CVE-2018-13569,1
cpe:2.3:a:kktestcoin1_project:kktestcoin1:-:*:*:*:*:*:*:*,2790,CVE-2018-13570,1
cpe:2.3:a:yestoken_project:yestoken:-:*:*:*:*:*:*:*,2791,CVE-2018-13575,1
cpe:2.3:a:forevercoin_project:forevercoin:-:*:*:*:*:*:*:*,2792,CVE-2018-13579,1
cpe:2.3:a:providencecasino_project:providencecasino:-:*:*:*:*:*:*:*,2793,CVE-2018-13580,1
cpe:2.3:a:my2token_project:my2token:-:*:*:*:*:*:*:*,2794,CVE-2018-13582,1
cpe:2.3:a:shmoo_project:shmoo:-:*:*:*:*:*:*:*,2795,CVE-2018-13583,1
cpe:2.3:a:cherrycoin_project:cherrycoin:-:*:*:*:*:*:*:*,2796,CVE-2018-13585,1
cpe:2.3:a:nectarcoin_project:nectarcoin:-:*:*:*:*:*:*:*,2797,CVE-2018-13586,1
cpe:2.3:a:code47:code47:-:*:*:*:*:*:*:*,2798,CVE-2018-13588,1
cpe:2.3:a:mooadvtoken_project:mooadvtoken:-:*:*:*:*:*:*:*,2799,CVE-2018-13589,1
cpe:2.3:a:sipcoin:sipcoin:-:*:*:*:*:*:*:*,2800,CVE-2018-13590,1
cpe:2.3:a:kapcoin_project:kapcoin:-:*:*:*:*:*:*:*,2801,CVE-2018-13591,1
cpe:2.3:a:rajtestico_project:rajtestico:-:*:*:*:*:*:*:*,2802,CVE-2018-13592,1
cpe:2.3:a:clouttoken_project:clouttoken:-:*:*:*:*:*:*:*,2803,CVE-2018-13472,1
cpe:2.3:a:numisma:numisma:-:*:*:*:*:*:*:*,2804,CVE-2018-13544,1
cpe:2.3:a:philcoin:philcoin:-:*:*:*:*:*:*:*,2805,CVE-2018-13476,1
cpe:2.3:a:rajtestico_project:rajtestico:-:*:*:*:*:*:*:*,2806,CVE-2018-13496,1
cpe:2.3:a:cryptoleu_project:cryptoleu:-:*:*:*:*:*:*:*,2807,CVE-2018-13541,1
cpe:2.3:a:zibtoken:zibtoken:-:*:*:*:*:*:*:*,2808,CVE-2018-13542,1
cpe:2.3:a:hbcm_project:hbcm:-:*:*:*:*:*:*:*,2809,CVE-2018-13635,1
cpe:2.3:a:mct:mediacubetoken:-:*:*:*:*:*:*:*,2810,CVE-2018-13634,1
cpe:2.3:a:martcoin:martcoin:-:*:*:*:*:*:*:*,2811,CVE-2018-13633,1
cpe:2.3:a:nexpara_project:nexpara:-:*:*:*:*:*:*:*,2812,CVE-2018-13632,1
cpe:2.3:a:doc-coin:doccoin:-:*:*:*:*:*:*:*,2813,CVE-2018-13631,1
cpe:2.3:a:doccoinpreico_project:doccoinpreico:-:*:*:*:*:*:*:*,2814,CVE-2018-13630,1
cpe:2.3:a:crimsonshilling_project:crimsonshilling:-:*:*:*:*:*:*:*,2815,CVE-2018-13629,1
cpe:2.3:a:momentumprotocol:momentumtoken:-:*:*:*:*:*:*:*,2816,CVE-2018-13628,1
cpe:2.3:a:myoffer_project:myoffer:-:*:*:*:*:*:*:*,2817,CVE-2018-13627,1
cpe:2.3:a:semaintoken_project:semaintoken:-:*:*:*:*:*:*:*,2818,CVE-2018-13626,1
cpe:2.3:a:cryptics:airdroppercryptics:-:*:*:*:*:*:*:*,2819,CVE-2018-13623,1
cpe:2.3:a:objectledger:objecttoken:-:*:*:*:*:*:*:*,2820,CVE-2018-13622,1
cpe:2.3:a:soundtribetoken_project:soundtribetoken:-:*:*:*:*:*:*:*,2821,CVE-2018-13621,1
cpe:2.3:a:tripcash_project:tripcash:-:*:*:*:*:*:*:*,2822,CVE-2018-13620,1
cpe:2.3:a:micointoken_project:micointoken:-:*:*:*:*:*:*:*,2823,CVE-2018-13619,1
cpe:2.3:a:vicetoken_ico_is_a_scam_project:vicetoken_ico_is_a_scam:-:*:*:*:*:*:*:*,2824,CVE-2018-13618,1
cpe:2.3:a:ioct_coin_project:ioct_coin:-:*:*:*:*:*:*:*,2825,CVE-2018-13616,1
cpe:2.3:a:mjctoken_project:mjctoken:-:*:*:*:*:*:*:*,2826,CVE-2018-13615,1
cpe:2.3:a:mavcash_project:mavcash:-:*:*:*:*:*:*:*,2827,CVE-2018-13614,1
cpe:2.3:a:con0217_project:con0217:-:*:*:*:*:*:*:*,2828,CVE-2018-13613,1
cpe:2.3:a:robincoin_project:robincoin:-:*:*:*:*:*:*:*,2829,CVE-2018-13612,1
cpe:2.3:a:ucoincorp:cdcurrency:-:*:*:*:*:*:*:*,2830,CVE-2018-13611,1
cpe:2.3:a:medicayunlink:medicayunlink:-:*:*:*:*:*:*:*,2831,CVE-2018-13610,1
cpe:2.3:a:csa-estate:csatoken:-:*:*:*:*:*:*:*,2832,CVE-2018-13609,1
cpe:2.3:a:archercoin_project:archercoin:-:*:*:*:*:*:*:*,2833,CVE-2018-13608,1
cpe:2.3:a:residualshare_project:residualshare:-:*:*:*:*:*:*:*,2834,CVE-2018-13607,1
cpe:2.3:a:archain_project:archain:-:*:*:*:*:*:*:*,2835,CVE-2018-13606,1
cpe:2.3:a:extremetoken_project:extremetoken:-:*:*:*:*:*:*:*,2836,CVE-2018-13605,1
cpe:2.3:a:wellieat_project:wellieat:-:*:*:*:*:*:*:*,2837,CVE-2018-13604,1
cpe:2.3:a:briant2token_project:briant2token:-:*:*:*:*:*:*:*,2838,CVE-2018-13603,1
cpe:2.3:a:galacticx_project:galacticx:-:*:*:*:*:*:*:*,2839,CVE-2018-13601,1
cpe:2.3:a:amtoken_project:amtoken:-:*:*:*:*:*:*:*,2840,CVE-2018-13600,1
cpe:2.3:a:residualvalue_project:residualvalue:-:*:*:*:*:*:*:*,2841,CVE-2018-13599,1
cpe:2.3:a:sendme_project:sendme:-:*:*:*:*:*:*:*,2842,CVE-2018-13598,1
cpe:2.3:a:microbtc_project:microbtc:-:*:*:*:*:*:*:*,2843,CVE-2018-13553,1
cpe:2.3:a:icocontract_project:icocontract:-:*:*:*:*:*:*:*,2844,CVE-2018-13469,1
cpe:2.3:a:buyertoken_project:buyertoken:-:*:*:*:*:*:*:*,2845,CVE-2018-13470,1
cpe:2.3:a:trabet_coin_preico_project:trabet_coin_preico:-:*:*:*:*:*:*:*,2846,CVE-2018-13552,1
cpe:2.3:a:app_project:app:-:*:*:*:*:*:*:*,2847,CVE-2018-13661,1
cpe:2.3:a:billionrewardstoken_project:billionrewardstoken:-:*:*:*:*:*:*:*,2848,CVE-2018-13660,1
cpe:2.3:a:briancoin_project:briancoin:-:*:*:*:*:*:*:*,2849,CVE-2018-13659,1
cpe:2.3:a:thegodgital_project:thegodgital:-:*:*:*:*:*:*:*,2850,CVE-2018-13658,1
cpe:2.3:a:rice_project:rice:-:*:*:*:*:*:*:*,2851,CVE-2018-13657,1
cpe:2.3:a:cashbackmintable_project:cashbackmintable:-:*:*:*:*:*:*:*,2852,CVE-2018-13656,1
cpe:2.3:a:gfcoin:gfcb:-:*:*:*:*:*:*:*,2853,CVE-2018-13655,1
cpe:2.3:a:ests:eststoken:-:*:*:*:*:*:*:*,2854,CVE-2018-13654,1
cpe:2.3:a:ipshoots_project:ipshoots:-:*:*:*:*:*:*:*,2855,CVE-2018-13653,1
cpe:2.3:a:thegodigital_project:thegodigital:-:*:*:*:*:*:*:*,2856,CVE-2018-13652,1
cpe:2.3:a:micoinnetworktoken_project:micoinnetworktoken:-:*:*:*:*:*:*:*,2857,CVE-2018-13651,1
cpe:2.3:a:bitmaxertoken_project:bitmaxertoken:-:*:*:*:*:*:*:*,2858,CVE-2018-13650,1
cpe:2.3:a:tokitdeployer_project:tokitdeployer:-:*:*:*:*:*:*:*,2859,CVE-2018-13649,1
cpe:2.3:a:bgcgtoken_project:bgcgtoken:-:*:*:*:*:*:*:*,2860,CVE-2018-13648,1
cpe:2.3:a:truegoldcoin:truegoldcointoken:-:*:*:*:*:*:*:*,2861,CVE-2018-13647,1
cpe:2.3:a:datiac_project:datiac:-:*:*:*:*:*:*:*,2862,CVE-2018-13646,1
cpe:2.3:a:royalclassiccoin_project:royalclassiccoin:-:*:*:*:*:*:*:*,2863,CVE-2018-13644,1
cpe:2.3:a:gcrtokenerc20_project:gcrtokenerc20:-:*:*:*:*:*:*:*,2864,CVE-2018-13643,1
cpe:2.3:a:secoin_project:secoin:-:*:*:*:*:*:*:*,2865,CVE-2018-13642,1
cpe:2.3:a:mvgcoin_project:mvgcoin:-:*:*:*:*:*:*:*,2866,CVE-2018-13641,1
cpe:2.3:a:ethereumsmart_project:ethereumsmart:-:*:*:*:*:*:*:*,2867,CVE-2018-13640,1
cpe:2.3:a:veu_tokenerc20_project:veu_tokenerc20:-:*:*:*:*:*:*:*,2868,CVE-2018-13639,1
cpe:2.3:a:bitpark_project:bitpark:-:*:*:*:*:*:*:*,2869,CVE-2018-13638,1
cpe:2.3:a:cikkaa:cikkacoin:-:*:*:*:*:*:*:*,2870,CVE-2018-13637,1
cpe:2.3:a:turdcoin_project:turdcoin:-:*:*:*:*:*:*:*,2871,CVE-2018-13636,1
cpe:2.3:a:genesis_vision:gvtoken:-:*:*:*:*:*:*:*,2872,CVE-2018-11335,1
cpe:2.3:a:travelzeditoken_project:travelzeditoken:-:*:*:*:*:*:*:*,2873,CVE-2018-13184,1
cpe:2.3:a:galaxycoin_project:galaxycoin:-:*:*:*:*:*:*:*,2874,CVE-2018-13578,1
cpe:2.3:a:advancedshit_project:advancedshit:-:*:*:*:*:*:*:*,2875,CVE-2018-13577,1
cpe:2.3:a:juntspercreixer:juntspercreixer:-:*:*:*:*:*:*:*,2876,CVE-2018-13576,1
cpe:2.3:a:yasudem_project:yasudem:-:*:*:*:*:*:*:*,2877,CVE-2018-13584,1
cpe:2.3:a:osscardtoken_project:osscardtoken:-:*:*:*:*:*:*:*,2878,CVE-2018-13593,1
cpe:2.3:a:dectoken_project:dectoken:-:*:*:*:*:*:*:*,2879,CVE-2018-13587,1
cpe:2.3:a:cardfactory_project:cardfactory:-:*:*:*:*:*:*:*,2880,CVE-2018-13594,1
cpe:2.3:a:bitstore_project:bitstore:-:*:*:*:*:*:*:*,2881,CVE-2018-13595,1
cpe:2.3:a:testahihi_project:testahihi:-:*:*:*:*:*:*:*,2882,CVE-2018-13596,1
cpe:2.3:a:testcoin_project:testcoin:-:*:*:*:*:*:*:*,2883,CVE-2018-13597,1
cpe:2.3:a:plutocracy:krown:-:*:*:*:*:*:*:*,2884,CVE-2018-13625,1
cpe:2.3:a:fiocoin_project:fiocoin:-:*:*:*:*:*:*:*,2885,CVE-2018-13645,1
cpe:2.3:a:wxsltoken_project:wxsltoken:-:*:*:*:*:*:*:*,2886,CVE-2018-13624,1
cpe:2.3:a:goramcoin:goramcoin:-:*:*:*:*:*:*:*,2887,CVE-2018-13571,1
cpe:2.3:a:pgm_coin_project:pgm_coin:-:*:*:*:*:*:*:*,2888,CVE-2018-13572,1
cpe:2.3:a:trippay_project:trippay:-:*:*:*:*:*:*:*,2889,CVE-2018-13573,1
cpe:2.3:a:datashieldcoin_project:datashieldcoin:-:*:*:*:*:*:*:*,2890,CVE-2018-13574,1
cpe:2.3:a:exgroup_project:exgroup:-:*:*:*:*:*:*:*,2891,CVE-2018-13522,1
cpe:2.3:a:mindexcoin:mindexcoin:-:*:*:*:*:*:*:*,2892,CVE-2018-13532,1
cpe:2.3:a:ubiou:ubiou:-:*:*:*:*:*:*:*,2893,CVE-2018-13513,1
cpe:2.3:a:esportz_project:esportz:-:*:*:*:*:*:*:*,2894,CVE-2018-13514,1
cpe:2.3:a:aman_project:aman:-:*:*:*:*:*:*:*,2895,CVE-2018-13515,1
cpe:2.3:a:supercoolawesomemoney:super_cool_awesome_money:-:*:*:*:*:*:*:*,2896,CVE-2018-13516,1
cpe:2.3:a:c3_token_project:c3_token:-:*:*:*:*:*:*:*,2897,CVE-2018-13517,1
cpe:2.3:a:tcash_project:tcash:-:*:*:*:*:*:*:*,2898,CVE-2018-13518,1
cpe:2.3:a:digital_cloud_token_project:digital_cloud_token:-:*:*:*:*:*:*:*,2899,CVE-2018-13519,1
cpe:2.3:a:moneytree_project:moneytree:-:*:*:*:*:*:*:*,2900,CVE-2018-13554,1
cpe:2.3:a:jaxbox_project:jaxbox:-:*:*:*:*:*:*:*,2901,CVE-2018-13555,1
cpe:2.3:a:ethercash_project:ethercash:-:*:*:*:*:*:*:*,2902,CVE-2018-13482,1
cpe:2.3:a:upaytoken_project:upaytoken:-:*:*:*:*:*:*:*,2903,CVE-2018-13563,1
cpe:2.3:a:gatcoin:gatcoin:-:*:*:*:*:*:*:*,2904,CVE-2018-13564,1
cpe:2.3:a:mimicoin_project:mimicoin:-:*:*:*:*:*:*:*,2905,CVE-2018-13548,1
cpe:2.3:a:co2bit_project:co2bit:-:*:*:*:*:*:*:*,2906,CVE-2018-13565,1
cpe:2.3:a:cosmotokenerc20_project:cosmotokenerc20:-:*:*:*:*:*:*:*,2907,CVE-2018-13556,1
cpe:2.3:a:trabet_coin_project:trabet_coin:-:*:*:*:*:*:*:*,2908,CVE-2018-13557,1
cpe:2.3:a:rhovit_project:rhovit:-:*:*:*:*:*:*:*,2909,CVE-2018-13558,1
cpe:2.3:a:utct_project:utct:-:*:*:*:*:*:*:*,2910,CVE-2018-13559,1
cpe:2.3:a:mkethtoken_project:mkethtoken:-:*:*:*:*:*:*:*,2911,CVE-2018-13483,1
cpe:2.3:a:maxhouse_project:maxhouse:-:*:*:*:*:*:*:*,2912,CVE-2018-13531,1
cpe:2.3:a:kapaycoin_project:kapaycoin:-:*:*:*:*:*:*:*,2913,CVE-2018-13498,1
cpe:2.3:a:pcncoin:pcncoin:-:*:*:*:*:*:*:*,2914,CVE-2018-13499,1
cpe:2.3:a:missimx:msxadvanced:-:*:*:*:*:*:*:*,2915,CVE-2018-13500,1
cpe:2.3:a:helpproject:help:-:*:*:*:*:*:*:*,2916,CVE-2018-13486,1
cpe:2.3:a:smartpayment_project:smartpayment:-:*:*:*:*:*:*:*,2917,CVE-2018-13523,1
cpe:2.3:a:cobtoken_project:cobtoken:-:*:*:*:*:*:*:*,2918,CVE-2018-13497,1
cpe:2.3:a:hrwtoken_project:hrwtoken:-:*:*:*:*:*:*:*,2919,CVE-2018-13501,1
cpe:2.3:a:corellicoin_project:corellicoin:-:*:*:*:*:*:*:*,2920,CVE-2018-13511,1
cpe:2.3:a:gsi_project:gsi:-:*:*:*:*:*:*:*,2921,CVE-2018-13540,1
cpe:2.3:a:ecogreenhouse_project:ecogreenhouse:-:*:*:*:*:*:*:*,2922,CVE-2018-13505,1
cpe:2.3:a:welfare_token_fund_project:welfare_token_fund:-:*:*:*:*:*:*:*,2923,CVE-2018-13510,1
cpe:2.3:a:iamrich_project:iamrich:-:*:*:*:*:*:*:*,2924,CVE-2018-13509,1
cpe:2.3:a:heliumnetwork_project:heliumnetwork:-:*:*:*:*:*:*:*,2925,CVE-2018-13502,1
cpe:2.3:a:t-swap-token_project:t-swap-token:-:*:*:*:*:*:*:*,2926,CVE-2018-13463,1
cpe:2.3:a:paccoin:paccoin:-:*:*:*:*:*:*:*,2927,CVE-2018-13535,1
cpe:2.3:a:erc20_ico_project:erc20_ico:-:*:*:*:*:*:*:*,2928,CVE-2018-13536,1
cpe:2.3:a:ethereumlegit_project:ethereumlegit:-:*:*:*:*:*:*:*,2929,CVE-2018-13537,1
cpe:2.3:a:slcadvancedtoken_project:slcadvancedtoken:-:*:*:*:*:*:*:*,2930,CVE-2018-13507,1
cpe:2.3:a:topscoinadvanced_project:topscoinadvanced:-:*:*:*:*:*:*:*,2931,CVE-2018-13520,1
cpe:2.3:a:sipctoken_project:sipctoken:-:*:*:*:*:*:*:*,2932,CVE-2018-13538,1
cpe:2.3:a:bcxss_project:bcxss:-:*:*:*:*:*:*:*,2933,CVE-2018-13539,1
cpe:2.3:a:pinky_token_project:pinky_token:-:*:*:*:*:*:*:*,2934,CVE-2018-13521,1
cpe:2.3:a:porn-coin:porncoin:-:*:*:*:*:*:*:*,2935,CVE-2018-13524,1
cpe:2.3:a:huntercoin:huntercoin:-:*:*:*:*:*:*:*,2936,CVE-2018-13530,1
cpe:2.3:a:self_drive_rental_project:self_drive_rental:-:*:*:*:*:*:*:*,2937,CVE-2018-13506,1
cpe:2.3:a:flow_project:flow:-:*:*:*:*:*:*:*,2938,CVE-2018-13525,1
cpe:2.3:a:wangwangtoken_project:wangwangtoken:-:*:*:*:*:*:*:*,2939,CVE-2018-13526,1
cpe:2.3:a:elevateico:elevatecoin:-:*:*:*:*:*:*:*,2940,CVE-2018-13527,1
cpe:2.3:a:dhacoin_project:dhacoin:-:*:*:*:*:*:*:*,2941,CVE-2018-13528,1
cpe:2.3:a:betterthanadrien_project:betterthanadrien:-:*:*:*:*:*:*:*,2942,CVE-2018-13529,1
cpe:2.3:a:cbr_token_project:cbr_token:-:*:*:*:*:*:*:*,2943,CVE-2018-13484,1
